Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Clearwater,Pinellas_FL,FL,62.1,41,10,15,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Carol Stream,DuPage_IL,IL,37,89,5,13.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Fort Duchesne,Uintah_UT,UT,35.1,85,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
3,Tampa,Hillsborough_FL,FL,82.9,74,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Sumter,Sumter_SC,SC,69.8,88,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Idleyld Park,Douglas_OR,OR,50,89,10,0,0,Cloudy,FALSE,FALSE,FALSE,night
2,Ponce De Leon,Holmes_FL,FL,86,67,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Omaha,Douglas_NE,NE,37.4,90,7,8.1,0.06,Light Rain,FALSE,FALSE,FALSE,night
3,Cupertino,Santa Clara_CA,CA,59,83,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,39,70,10,0,0,Fair,TRUE,FALSE,FALSE,day
3,East Providence,Providence_RI,RI,60.8,100,2.5,23,0,Light Rain,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,53.6,54,10,6.9,0,Clear,FALSE,TRUE,FALSE,night
2,Oklahoma City,Oklahoma_OK,OK,60.1,42,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Orlando,Orange_FL,FL,79,88,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Davison,Genesee_MI,MI,84,38,10,15,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,70,78,10,9.2,0,Clear,FALSE,FALSE,FALSE,night
3,Pomona,Los Angeles_CA,CA,89.6,38,10,11.5,0,Clear,TRUE,FALSE,FALSE,day
2,Olympia,Thurston_WA,WA,53.1,89,3,16.1,0.55,Light Rain,FALSE,FALSE,FALSE,day
3,Port Saint Lucie,St. Lucie_FL,FL,77,89,3,10.4,0,Light Thunderstorms and Rain,TRUE,FALSE,FALSE,day
3,Bishopville,Lee_SC,SC,66.2,43,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis County_MO,MO,79,47,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Lehigh Acres,Lee_FL,FL,78.1,87,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Hayward,Alameda_CA,CA,50,71,10,3.5,0,Clear,TRUE,FALSE,FALSE,day
2,Seattle,King_WA,WA,58,84,10,3,0,Cloudy,FALSE,TRUE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,73,39,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,82,35,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
4,Temple,Carroll_GA,GA,66.2,96,10,0,0,Clear,TRUE,FALSE,FALSE,night
2,Monrovia,Los Angeles_CA,CA,75,60,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Salinas,Monterey_CA,CA,64,78,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Webberville,Ingham_MI,MI,86,28,10,23,0,Clear,FALSE,FALSE,FALSE,day
2,Wichita Falls,Wichita_TX,TX,73.4,93,10,9.2,0.02,Rain,FALSE,FALSE,FALSE,day
2,Live Oak,Sutter_CA,CA,53.1,86,10,0,0,Clear,FALSE,TRUE,FALSE,night
3,Albuquerque,Bernalillo_NM,NM,76,24,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Manteca,San Joaquin_CA,CA,52,63,10,0,0,Fair,TRUE,FALSE,FALSE,day
2,Columbia,Richland_SC,SC,90,57,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,88,57,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,West Valley City,Salt Lake_UT,UT,36.9,100,7,0,0.01,Overcast,FALSE,FALSE,TRUE,day
2,Los Angeles,Los Angeles_CA,CA,79,58,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,San Rafael,Marin_CA,CA,71.6,53,10,11.5,0,Clear,TRUE,FALSE,FALSE,day
2,Milan,Washtenaw_MI,MI,52,19,10,29.9,0,Clear,FALSE,FALSE,FALSE,day
2,Aiken,Aiken_SC,SC,68,100,1,3.5,0,Heavy Thunderstorms and Rain,FALSE,FALSE,FALSE,day
2,Fort Lauderdale,Broward_FL,FL,77,90,10,10.4,0,Light Rain,FALSE,FALSE,FALSE,day
2,Hialeah,Miami-Dade_FL,FL,82,94,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,82.9,77,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Klamath Falls,Klamath_OR,OR,28.9,67,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,54,33,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Temecula,Riverside_CA,CA,60.8,88,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Roebuck,Spartanburg_SC,SC,73.4,53,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,54,43,10,16.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Phoenix,Maricopa_AZ,AZ,87,7,10,3,0,Fair,FALSE,FALSE,TRUE,day
2,Stamford,Fairfield_CT,CT,60.1,30,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
3,Hollywood,Broward_FL,FL,79,88,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Philadelphia,Philadelphia_PA,PA,90,61,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Queens Village,Queens_NY,NY,82.9,58,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,71.1,90,10,0,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Gaffney,Cherokee_SC,SC,48.7,80,10,6.9,0,Overcast,FALSE,FALSE,TRUE,day
2,New Holland,Lancaster_PA,PA,70,97,10,6.9,0,Overcast,FALSE,TRUE,FALSE,twilight
2,Montgomery,Orange_NY,NY,58,75,10,3,0,Fair,FALSE,FALSE,FALSE,twilight
2,Rancho Cordova,Sacramento_CA,CA,88,33,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,88,63,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Arlington,Arlington_VA,VA,41,62,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
4,Ellenwood,Clayton_GA,GA,68,78,10,7,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,84,65,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
3,Clinton,Middlesex_CT,CT,30.2,100,0.2,13.8,0,Snow,FALSE,FALSE,FALSE,day
2,Columbia,Richland_SC,SC,40,79,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,San Mateo,San Mateo_CA,CA,64.4,83,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Macon,Bibb_GA,GA,84,72,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,West Salem,Wayne_OH,OH,32,75,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Auburn,Placer_CA,CA,72,27,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Nashville,Davidson_TN,TN,84,61,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Boston,Suffolk_MA,MA,43,60,10,15,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Dallas,Dallas_TX,TX,32,79,10,9,0,Fair,FALSE,FALSE,FALSE,twilight
2,Raleigh,Wake_NC,NC,69.1,68,10,11.5,0,Overcast,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,69,78,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Montebello,Los Angeles_CA,CA,73.4,38,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
3,Jemison,Chilton_AL,AL,89,31,10,8,0,Fair,FALSE,FALSE,FALSE,day
3,Bellmawr,Camden_NJ,NJ,53.1,86,7,0,0.01,Light Rain,FALSE,FALSE,FALSE,day
3,Flagstaff,Coconino_AZ,AZ,37,93,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Mira Loma,Riverside_CA,CA,91,23,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Salinas,Monterey_CA,CA,55,80,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
3,Pittsburgh,Allegheny_PA,PA,78.1,39,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
2,Chicago,Cook_IL,IL,75,62,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Wilmington,New Castle_DE,DE,64.9,27,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Huntington Park,Los Angeles_CA,CA,48.9,61,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Miami,Miami-Dade_FL,FL,73,59,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,San Diego,San Diego_CA,CA,79,60,7,15,0,Light Rain with Thunder,FALSE,FALSE,FALSE,day
3,Elk Grove,Sacramento_CA,CA,78.1,31,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Georgetown,Georgetown_SC,SC,87.8,70,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Oxnard,Ventura_CA,CA,69.1,68,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Tampa,Hillsborough_FL,FL,55.4,94,1.5,0,0,Overcast,FALSE,FALSE,TRUE,day
3,Whittier,Los Angeles_CA,CA,51.8,41,10,0,0,Clear,TRUE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,91,45,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,El Paso,El Paso_TX,TX,61,17,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,95,41,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Conshohocken,Montgomery_PA,PA,84.2,62,10,0,0,Clear,FALSE,FALSE,TRUE,day
3,Columbus,Franklin_OH,OH,65,73,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Wheaton,Dupage_IL,IL,34,59,10,17.3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Tacoma,Pierce_WA,WA,46,73,10,0,0,Cloudy,FALSE,FALSE,FALSE,day
3,Pomona,Los Angeles_CA,CA,48.2,71,10,0,0,Clear,FALSE,FALSE,TRUE,night
2,Seattle,King_WA,WA,69.1,54,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Westerville,Delaware_OH,OH,57,93,6,11.5,0,Light Rain,FALSE,FALSE,FALSE,day
2,Fort Worth,Tarrant_TX,TX,36,79,10,8.1,0,Clear,TRUE,FALSE,FALSE,day
2,Eugene,Lane_OR,OR,27,92,1,3,0,Fog,FALSE,FALSE,FALSE,twilight
2,Elgin,Kane_IL,IL,64,75,10,12,0,Fair,FALSE,FALSE,TRUE,day
2,Hampton,Hampton_VA,VA,60.8,94,7,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Atascadero,San Luis Obispo_CA,CA,54,80,10,8,0,Cloudy,FALSE,FALSE,FALSE,night
2,Dunedin,Pinellas_FL,FL,69.1,40,10,20.7,0,Overcast,FALSE,FALSE,TRUE,day
2,San Antonio,Bexar_TX,TX,79,82,10,3,0,Fair,FALSE,FALSE,TRUE,day
2,Brundidge,Pike_AL,AL,66,84,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Fresno,Fresno_CA,CA,79,34,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,75.9,25,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Tarpon Springs,Pinellas_FL,FL,84.9,61,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,62,78,10,6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,San Francisco,San Francisco_CA,CA,52,89,10,15,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Clarkston,DeKalb_GA,GA,63,87,3,11.5,0.08,Rain,FALSE,FALSE,FALSE,night
2,Norcross,Gwinnett_GA,GA,46.9,80,9,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
3,Baldwin Park,Los Angeles_CA,CA,71.6,78,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,90,68,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Oceanside,San Diego_CA,CA,81,54,9,10.4,0,Clear,FALSE,FALSE,FALSE,day
3,Fontana,San Bernardino_CA,CA,70,57,7,3,0,Fair,FALSE,FALSE,FALSE,day
2,Ocean,Monmouth_NJ,NJ,64,93,8,15,0.01,Cloudy,FALSE,FALSE,FALSE,night
3,Atlanta,DeKalb_GA,GA,82.9,39,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Sterling,Loudoun_VA,VA,44.1,32,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Saint Petersburg,Pinellas_FL,FL,86,74,10,9.2,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Ventura,Ventura_CA,CA,61,93,2,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Green Bay,Brown_WI,WI,28,88,9,5.8,0,Overcast,TRUE,FALSE,FALSE,day
2,Seattle,King_WA,WA,55.9,84,10,4.6,0,Haze,FALSE,FALSE,FALSE,twilight
2,Omaha,Douglas_NE,NE,32,82,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
2,Sacramento,Sacramento_CA,CA,65,65,10,3,0,Partly Cloudy,FALSE,FALSE,TRUE,night
2,Austin,Travis_TX,TX,75.9,91,10,0,0.02,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,day
3,Hollywood,Broward_FL,FL,80.1,64,10,17.3,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
4,New Harmony,Washington_UT,UT,64,24,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Omaha,Douglas_NE,NE,73,78,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Elmhurst,Queens_NY,NY,77,79,10,15,0,Overcast,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,55.9,90,10,0,0.01,Light Rain,TRUE,FALSE,FALSE,day
3,Auburn,Placer_CA,CA,60.8,59,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
2,Nashville,Davidson_TN,TN,81,85,8,6.9,0.01,Light Rain,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,51.8,82,9,8.1,0,Overcast,FALSE,FALSE,TRUE,day
3,Shreveport,Caddo_LA,LA,55.9,53,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Stockton,San Joaquin_CA,CA,85,26,10,6,0,Cloudy,TRUE,FALSE,FALSE,day
3,Concord,Cabarrus_NC,NC,39.2,93,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Glen Ellyn,DuPage_IL,IL,30.9,82,8,10.4,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Sherman Oaks,Los Angeles_CA,CA,90,31,10,13,0,Fair,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,87.1,36,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,West Hartford,Hartford_CT,CT,80,30,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Sioux Falls,Minnehaha_SD,SD,30,96,0.5,11.5,0.02,Snow,FALSE,FALSE,FALSE,night
3,Fredericksburg,Stafford_VA,VA,77,90,10,10,0,Fair,FALSE,FALSE,FALSE,day
3,Windham,Rockingham_NH,NH,37,86,10,6,0,Cloudy,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,59,64,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
4,Houston,Harris_TX,TX,87,53,10,8,0,Fair,FALSE,FALSE,TRUE,twilight
3,Raleigh,Wake_NC,NC,49,69,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,50,80,9,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,41,55,10,9.2,0,Mostly Cloudy,FALSE,TRUE,FALSE,day
3,San Gabriel,Los Angeles_CA,CA,60.8,59,10,8.1,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,82.9,53,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Simi Valley,Ventura_CA,CA,87,13,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,82.9,37,10,9.2,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Atlanta,Fulton_GA,GA,61,100,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Bronx,Bronx_NY,NY,57,55,10,13.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Torrance,Los Angeles_CA,CA,73,73,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Westminster,Orange_CA,CA,63,17,10,0,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Lancaster,Lancaster_PA,PA,88,55,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Tempe,Maricopa_AZ,AZ,86,15,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Syosset,Nassau_NY,NY,32,92,4,18.4,0.02,Overcast,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,83,15,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Henderson,Sibley_MN,MN,19.4,89,10,6.9,0,Overcast,FALSE,FALSE,FALSE,night
3,Marietta,Cobb_GA,GA,34,27,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Rochester,Monroe_NY,NY,68,65,10,5,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Minden,Douglas_NV,NV,57,40,10,7,0,Fair,FALSE,FALSE,FALSE,day
3,Bronx,Bronx_NY,NY,55.9,29,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Tuscaloosa,Tuscaloosa_AL,AL,88,43,10,7,0,Fair,FALSE,FALSE,TRUE,day
2,Tulare,Tulare_CA,CA,80,40,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Riverside,Riverside_CA,CA,84.9,30,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Saint Petersburg,Pinellas_FL,FL,63,97,0.2,3.5,0,Fog,FALSE,FALSE,TRUE,twilight
2,Tucson,Pima_AZ,AZ,99.9,17,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
3,Enoree,Spartanburg_SC,SC,71.6,53,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Ogden,Weber_UT,UT,62,28,10,6,0,Fair,FALSE,FALSE,TRUE,day
2,West Columbia,Lexington_SC,SC,78.1,56,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Lebec,Kern_CA,CA,41,96,0.5,12.7,0.03,Light Rain,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,57.9,65,10,8.1,0,Clear,FALSE,FALSE,FALSE,twilight
4,Lima,Allen_OH,OH,51.1,92,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Dallas,Dallas_TX,TX,69.1,68,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,75.9,97,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Laurens,Laurens_SC,SC,55.4,77,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
2,Islip,Suffolk_NY,NY,71,93,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Spartanburg,Spartanburg_SC,SC,86,62,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Milpitas,Santa Clara_CA,CA,54,93,3,0,0,Cloudy,TRUE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,53.1,41,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,53.1,61,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Miami,Miami-Dade_FL,FL,86,77,10,8,0,Fair,FALSE,FALSE,FALSE,day
3,Renton,King_WA,WA,37.9,73,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Omaha,Douglas_NE,NE,9,64,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,50.2,99,10,3.5,0,Overcast,FALSE,FALSE,TRUE,day
3,Skokie,Cook_IL,IL,46,83,10,16.1,0,Overcast,FALSE,FALSE,FALSE,night
3,Corpus Christi,Nueces_TX,TX,78.1,87,10,24.2,0,Overcast,FALSE,FALSE,FALSE,day
3,Dublin,Alameda_CA,CA,57.9,39,9,0,0,Clear,FALSE,FALSE,FALSE,day
4,Pomona,Los Angeles_CA,CA,77,36,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
4,Sykesville,Jefferson_PA,PA,33.1,82,5,13.8,0.01,Light Freezing Rain,FALSE,FALSE,FALSE,day
3,Long Beach,Los Angeles_CA,CA,54,77,10,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Mesa,Maricopa_AZ,AZ,78.1,11,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Nyack,Rockland_NY,NY,64,30,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Baton Rouge,East Baton Rouge_LA,LA,88,46,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,55,89,10,5,0,Fair,FALSE,FALSE,TRUE,twilight
3,Baton Rouge,East Baton Rouge_LA,LA,68,47,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,75.2,78,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Jacksonville,Duval_FL,FL,87.8,52,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,West Chicago,Dupage_IL,IL,42.1,85,5,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Morro Bay,San Luis Obispo_CA,CA,53,66,10,0,0,Fair,FALSE,FALSE,FALSE,night
3,Osseo,Hennepin_MN,MN,21,81,8,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Jacksonville,Duval_FL,FL,74,100,9,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,50,32,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Oneida,Brown_WI,WI,50,93,1,10,0.01,Light Rain,FALSE,FALSE,FALSE,day
2,San Bruno,San Mateo_CA,CA,57,83,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Jacksonville,Duval_FL,FL,75,90,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Pflugerville,Travis_TX,TX,84.2,55,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,52,71,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
2,Baton Rouge,East Baton Rouge_LA,LA,41,93,10,5.8,0.01,Light Rain,FALSE,FALSE,FALSE,twilight
2,Memphis,Shelby_TN,TN,30.2,34,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,67,87,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Greenlawn,Suffolk_NY,NY,21,81,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,El Monte,Los Angeles_CA,CA,89,14,10,7,0,Fair,FALSE,FALSE,FALSE,day
3,Duarte,Los Angeles_CA,CA,78.8,65,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
3,Oakland,Alameda_CA,CA,55,89,9,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Dixon,Solano_CA,CA,82.4,37,9,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Omaha,Douglas_NE,NE,74.8,91,10,0,0,Rain,FALSE,FALSE,TRUE,day
2,Dania,Broward_FL,FL,73,51,10,6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Murrieta,Riverside_CA,CA,64,42,10,5,0,Fair,FALSE,FALSE,FALSE,twilight
3,Southfield,Oakland_MI,MI,19.9,70,10,16.1,0,Light Snow,FALSE,FALSE,FALSE,twilight
2,Berkeley,Alameda_CA,CA,64.9,78,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Warrendale,Allegheny_PA,PA,70,93,10,5,0,Light Rain,FALSE,FALSE,TRUE,day
2,Los Angeles,Los Angeles_CA,CA,68,76,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Atlanta,DeKalb_GA,GA,73.9,55,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Exton,Chester_PA,PA,34,75,10,17,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,98.1,37,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
3,Costa Mesa,Orange_CA,CA,68,78,9,7,0,Fair,FALSE,FALSE,FALSE,twilight
4,Lafayette,Tippecanoe_IN,IN,57.9,97,9,10.4,0,Light Rain,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,72,100,5,3.5,0.01,Light Rain,FALSE,FALSE,TRUE,day
2,Halfmoon,Saratoga_NY,NY,87.8,49,15,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Salt Lake City,Salt Lake_UT,UT,38,97,1,5,0,Fog,TRUE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,33,82,5,6,0.01,Light Rain,TRUE,FALSE,FALSE,day
2,Hartselle,Morgan_AL,AL,89,55,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,North Hollywood,Los Angeles_CA,CA,80,40,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Cross,Berkeley_SC,SC,55.4,100,7,0,0,Overcast,FALSE,FALSE,FALSE,night
2,Clearwater,Pinellas_FL,FL,93,50,10,11.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Greenville,Greenville_SC,SC,59,34,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Eugene,Lane_OR,OR,82,33,10,10,0,Partly Cloudy,TRUE,FALSE,FALSE,day
3,Pomona,Los Angeles_CA,CA,52,76,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Memphis,Shelby_TN,TN,55,100,2,6,0,Rain,FALSE,FALSE,FALSE,twilight
2,Augusta,Richmond_GA,GA,70,73,10,18.4,0,Overcast,FALSE,FALSE,TRUE,day
2,Dos Palos,Merced_CA,CA,64.9,73,7,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Columbia,Lexington_SC,SC,55.9,39,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Midvale,Salt Lake_UT,UT,49.5,78,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
3,Hialeah,Miami-Dade_FL,FL,82.9,77,10,10.4,0,Clear,TRUE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,73.9,100,7,4.6,0,Scattered Clouds,FALSE,FALSE,TRUE,day
